attraction_name,attraction_category,attraction_level,city,province,ticket_price,price_tier,item_idx,soup
Hua Shan Mi Ku,Zi_Ran_Qi_Guan,4A,Huang_Shan_Shi,Anhui,91.0,MidRange,124,Zi_Ran_Qi_Guan Zi_Ran_Qi_Guan Zi_Ran_Qi_Guan Huang_Shan_Shi Huang_Shan_Shi 4A Anhui MidRange
Huang Cheng Xiang Fu,Historical_Architecture,5A,Jin_Cheng_Shi,Shanxi,120.0,MidRange,125,Historical_Architecture Historical_Architecture Historical_Architecture Jin_Cheng_Shi Jin_Cheng_Shi 5A Shanxi MidRange
Huang Di Ling,Historical_Culture,5A,Yan_An_Shi,Shaanxi,75.0,MidRange,126,Historical_Culture Historical_Culture Historical_Culture Yan_An_Shi Yan_An_Shi 5A Shaanxi MidRange
Huang He Feng Jing Qu,Natural_Scenery,4A,Zheng_Zhou_Shi,Henan,60.0,Budget,127,Natural_Scenery Natural_Scenery Natural_Scenery Zheng_Zhou_Shi Zheng_Zhou_Shi 4A Henan Budget
Huang He Lou,Historical_Architecture,5A,Wu_Han_Shi,Hubei,70.0,MidRange,128,Historical_Architecture Historical_Architecture Historical_Architecture Wu_Han_Shi Wu_Han_Shi 5A Hubei MidRange
Huang Long,Natural_Scenery,5A,A_Ba_Zhou,Sichuan,170.0,Premium,129,Natural_Scenery Natural_Scenery Natural_Scenery A_Ba_Zhou A_Ba_Zhou 5A Sichuan Premium
Huang Shan,Natural_Scenery,5A,Huang_Shan_Shi,Anhui,190.0,Premium,130,Natural_Scenery Natural_Scenery Natural_Scenery Huang_Shan_Shi Huang_Shan_Shi 5A Anhui Premium
Huang Shi Guo Jia Kuang Shan Gong Yuan,Gong_Ye_Lv_You,4A,Huang_Shi_Shi,Hubei,50.0,Budget,131,Gong_Ye_Lv_You Gong_Ye_Lv_You Gong_Ye_Lv_You Huang_Shi_Shi Huang_Shi_Shi 4A Hubei Budget
Hui Min Jie,Food_Street,3A,Xi_An_Shi,Shaanxi,0.0,Free,132,Food_Street Food_Street Food_Street Xi_An_Shi Xi_An_Shi 3A Shaanxi Free
Hui Zhou Xi Hu,Natural_Scenery,4A,Hui_Zhou_Shi,Guangdong,0.0,Free,133,Natural_Scenery Natural_Scenery Natural_Scenery Hui_Zhou_Shi Hui_Zhou_Shi 4A Guangdong Free
Ji Gong Shan,Natural_Scenery,4A,Xin_Yang_Shi,Henan,60.0,Budget,134,Natural_Scenery Natural_Scenery Natural_Scenery Xin_Yang_Shi Xin_Yang_Shi 4A Henan Budget
Ji Lin Bei Shan,Natural_Culture,4A,Ji_Lin_Shi,Jilin,0.0,Free,135,Natural_Culture Natural_Culture Natural_Culture Ji_Lin_Shi Ji_Lin_Shi 4A Jilin Free
Ji Xi Xing Kai Hu,Natural_Scenery,4A,Ji_Xi_Shi,Heilongjiang,45.0,Budget,136,Natural_Scenery Natural_Scenery Natural_Scenery Ji_Xi_Shi Ji_Xi_Shi 4A Heilongjiang Budget
Jia Mu Si Tong Jiang San Jiang Kou,Natural_Scenery,4A,Jia_Mu_Si_Shi,Heilongjiang,30.0,Budget,137,Natural_Scenery Natural_Scenery Natural_Scenery Jia_Mu_Si_Shi Jia_Mu_Si_Shi 4A Heilongjiang Budget
Jia Xing Nan Hu,Revolutionary_Site,5A,Jia_Xing_Shi,Zhejiang,60.0,Budget,138,Revolutionary_Site Revolutionary_Site Revolutionary_Site Jia_Xing_Shi Jia_Xing_Shi 5A Zhejiang Budget
Jian Men Guan,Historical_Culture,5A,Guang_Yuan_Shi,Sichuan,105.0,MidRange,139,Historical_Culture Historical_Culture Historical_Culture Guang_Yuan_Shi Guang_Yuan_Shi 5A Sichuan MidRange
Jian Shui Gu Cheng,Ancient_Town,4A,Hong_He_Zhou,Yunnan,0.0,Free,140,Ancient_Town Ancient_Town Ancient_Town Hong_He_Zhou Hong_He_Zhou 4A Yunnan Free
Jin Ci,Historical_Culture,4A,Tai_Yuan_Shi,Shanxi,80.0,MidRange,141,Historical_Culture Historical_Culture Historical_Culture Tai_Yuan_Shi Tai_Yuan_Shi 4A Shanxi MidRange
Jin Ji Hu,Urban_Landscape,5A,Su_Zhou_Shi,Jiangsu,0.0,Free,142,Urban_Landscape Urban_Landscape Urban_Landscape Su_Zhou_Shi Su_Zhou_Shi 5A Jiangsu Free
Jin Li,Historical_Culture,3A,Cheng_Du_Shi,Sichuan,0.0,Free,143,Historical_Culture Historical_Culture Historical_Culture Cheng_Du_Shi Cheng_Du_Shi 3A Sichuan Free
Jin Shan Ling Chang Cheng,Historical_Culture,4A,Cheng_De_Shi,Hebei,65.0,MidRange,144,Historical_Culture Historical_Culture Historical_Culture Cheng_De_Shi Cheng_De_Shi 4A Hebei MidRange
Jin Shi Tan,Natural_Scenery,5A,Da_Lian_Shi,Liaoning,120.0,MidRange,145,Natural_Scenery Natural_Scenery Natural_Scenery Da_Lian_Shi Da_Lian_Shi 5A Liaoning MidRange
Jin Si Xia,Natural_Scenery,5A,Shang_Luo_Shi,Shaanxi,100.0,MidRange,146,Natural_Scenery Natural_Scenery Natural_Scenery Shang_Luo_Shi Shang_Luo_Shi 5A Shaanxi MidRange
Jin Zhou Bi Jia Shan,Natural_Scenery,4A,Jin_Zhou_Shi,Liaoning,65.0,MidRange,147,Natural_Scenery Natural_Scenery Natural_Scenery Jin_Zhou_Shi Jin_Zhou_Shi 4A Liaoning MidRange
Jing De Zhen Gu Yao,Historical_Culture,5A,Jing_De_Zhen_Shi,Jiangxi,95.0,MidRange,148,Historical_Culture Historical_Culture Historical_Culture Jing_De_Zhen_Shi Jing_De_Zhen_Shi 5A Jiangxi MidRange
Jing De Zhen Tao Ci Bo Wu Guan,Wen_Bo_Yuan_Guan,4A,Jing_De_Zhen_Shi,Jiangxi,0.0,Free,149,Wen_Bo_Yuan_Guan Wen_Bo_Yuan_Guan Wen_Bo_Yuan_Guan Jing_De_Zhen_Shi Jing_De_Zhen_Shi 4A Jiangxi Free
Jing Gang Shan,Revolutionary_Site,5A,Ji_An_Shi,Jiangxi,165.0,Premium,150,Revolutionary_Site Revolutionary_Site Revolutionary_Site Ji_An_Shi Ji_An_Shi 5A Jiangxi Premium
Jing Men Ming Xian Ling,Historical_Site,4A,Jing_Men_Shi,Hubei,50.0,Budget,151,Historical_Site Historical_Site Historical_Site Jing_Men_Shi Jing_Men_Shi 4A Hubei Budget
Jing Po Hu,Natural_Scenery,5A,Mu_Dan_Jiang_Shi,Heilongjiang,100.0,MidRange,152,Natural_Scenery Natural_Scenery Natural_Scenery Mu_Dan_Jiang_Shi Mu_Dan_Jiang_Shi 5A Heilongjiang MidRange
Jing Yue Tan,Natural_Scenery,5A,Chang_Chun_Shi,Jilin,30.0,Budget,153,Natural_Scenery Natural_Scenery Natural_Scenery Chang_Chun_Shi Chang_Chun_Shi 5A Jilin Budget
Jing Zhou Gu Cheng,Historical_Culture,4A,Jing_Zhou_Shi,Hubei,35.0,Budget,154,Historical_Culture Historical_Culture Historical_Culture Jing_Zhou_Shi Jing_Zhou_Shi 4A Hubei Budget
Jiu Hua Shan,Religious_Culture,5A,Chi_Zhou_Shi,Anhui,160.0,Premium,155,Religious_Culture Religious_Culture Religious_Culture Chi_Zhou_Shi Chi_Zhou_Shi 5A Anhui Premium
Jiu Yi Ba Li Shi Bo Wu Guan,Revolutionary_Site,4A,Shen_Yang_Shi,Liaoning,0.0,Free,156,Revolutionary_Site Revolutionary_Site Revolutionary_Site Shen_Yang_Shi Shen_Yang_Shi 4A Liaoning Free
Jiu Zhai Gou,Natural_Scenery,5A,A_Ba_Zhou,Sichuan,220.0,Premium,157,Natural_Scenery Natural_Scenery Natural_Scenery A_Ba_Zhou A_Ba_Zhou 5A Sichuan Premium
Ju Zi Zhou,Cheng_Shi_Gong_Yuan,5A,Chang_Sha_Shi,Hunan,0.0,Free,158,Cheng_Shi_Gong_Yuan Cheng_Shi_Gong_Yuan Cheng_Shi_Gong_Yuan Chang_Sha_Shi Chang_Sha_Shi 5A Hunan Free
Kai Feng Fu,Historical_Culture,4A,Kai_Feng_Shi,Henan,65.0,MidRange,159,Historical_Culture Historical_Culture Historical_Culture Kai_Feng_Shi Kai_Feng_Shi 4A Henan MidRange
Kai Ping Diao Lou,Historical_Architecture,5A,Jiang_Men_Shi,Guangdong,180.0,Premium,160,Historical_Architecture Historical_Architecture Historical_Architecture Jiang_Men_Shi Jiang_Men_Shi 5A Guangdong Premium
Kuan Zhai Xiang Zi,Historical_Culture,3A,Cheng_Du_Shi,Sichuan,0.0,Free,161,Historical_Culture Historical_Culture Historical_Culture Cheng_Du_Shi Cheng_Du_Shi 3A Sichuan Free
Kun Ming Shi Bo Yuan,Theme_Park,5A,Kun_Ming_Shi,Yunnan,100.0,MidRange,162,Theme_Park Theme_Park Theme_Park Kun_Ming_Shi Kun_Ming_Shi 5A Yunnan MidRange
Lai Bin Jin Xiu Sheng Tang Shan,Natural_Scenery,4A,Lai_Bin_Shi,Guangxi,65.0,MidRange,163,Natural_Scenery Natural_Scenery Natural_Scenery Lai_Bin_Shi Lai_Bin_Shi 4A Guangxi MidRange
Lang Fang Tian Xia Di Yi Cheng,Theme_Park,4A,Lang_Fang_Shi,Hebei,80.0,MidRange,164,Theme_Park Theme_Park Theme_Park Lang_Fang_Shi Lang_Fang_Shi 4A Hebei MidRange
Lang Shan,Natural_Scenery,5A,Shao_Yang_Shi,Hunan,136.0,MidRange,165,Natural_Scenery Natural_Scenery Natural_Scenery Shao_Yang_Shi Shao_Yang_Shi 5A Hunan MidRange
Lang Ya Shan,Natural_Culture,4A,Chu_Zhou_Shi,Anhui,95.0,MidRange,166,Natural_Culture Natural_Culture Natural_Culture Chu_Zhou_Shi Chu_Zhou_Shi 4A Anhui MidRange
Lang Zhong Gu Cheng,Ancient_Town,5A,Nan_Chong_Shi,Sichuan,120.0,MidRange,167,Ancient_Town Ancient_Town Ancient_Town Nan_Chong_Shi Nan_Chong_Shi 5A Sichuan MidRange
Lao Jun Shan,Natural_Culture,5A,Luo_Yang_Shi,Henan,100.0,MidRange,168,Natural_Culture Natural_Culture Natural_Culture Luo_Yang_Shi Luo_Yang_Shi 5A Henan MidRange
Lao Shan,Natural_Scenery,5A,Qing_Dao_Shi,Shandong,90.0,MidRange,169,Natural_Scenery Natural_Scenery Natural_Scenery Qing_Dao_Shi Qing_Dao_Shi 5A Shandong MidRange
Le Shan Da Fu,Religious_Culture,5A,Le_Shan_Shi,Sichuan,80.0,MidRange,170,Religious_Culture Religious_Culture Religious_Culture Le_Shan_Shi Le_Shan_Shi 5A Sichuan MidRange
Li Jiang Gu Cheng,Ancient_Town,5A,Li_Jiang_Shi,Yunnan,80.0,MidRange,171,Ancient_Town Ancient_Town Ancient_Town Li_Jiang_Shi Li_Jiang_Shi 5A Yunnan MidRange
Li Shui Yun He Ti Tian,Natural_Scenery,4A,Li_Shui_Shi,Zhejiang,80.0,MidRange,172,Natural_Scenery Natural_Scenery Natural_Scenery Li_Shui_Shi Li_Shui_Shi 4A Zhejiang MidRange
Liao Cheng Dong Chang Hu,Natural_Scenery,4A,Liao_Cheng_Shi,Shandong,0.0,Free,173,Natural_Scenery Natural_Scenery Natural_Scenery Liao_Cheng_Shi Liao_Cheng_Shi 4A Shandong Free
Liao Yang Guang You Si,Religious_Culture,4A,Liao_Yang_Shi,Liaoning,40.0,Budget,174,Religious_Culture Religious_Culture Religious_Culture Liao_Yang_Shi Liao_Yang_Shi 4A Liaoning Budget
Liao Yuan Kuang Gong Mu,Revolutionary_Site,4A,Liao_Yuan_Shi,Jilin,30.0,Budget,175,Revolutionary_Site Revolutionary_Site Revolutionary_Site Liao_Yuan_Shi Liao_Yuan_Shi 4A Jilin Budget
Ling Shan Da Fu,Religious_Culture,5A,Wu_Xi_Shi,Jiangsu,210.0,Premium,176,Religious_Culture Religious_Culture Religious_Culture Wu_Xi_Shi Wu_Xi_Shi 5A Jiangsu Premium
Liu Ding Shan,Religious_Culture,5A,Yan_Bian_Zhou,Jilin,110.0,MidRange,177,Religious_Culture Religious_Culture Religious_Culture Yan_Bian_Zhou Yan_Bian_Zhou 5A Jilin MidRange
Liu Gong Dao,Revolutionary_Site,5A,Wei_Hai_Shi,Shandong,130.0,MidRange,178,Revolutionary_Site Revolutionary_Site Revolutionary_Site Wei_Hai_Shi Wei_Hai_Shi 5A Shandong MidRange
Liu Ye Hu,Natural_Scenery,4A,Chang_De_Shi,Hunan,0.0,Free,179,Natural_Scenery Natural_Scenery Natural_Scenery Chang_De_Shi Chang_De_Shi 4A Hunan Free
Liu Zhou Long Tan Gong Yuan,Natural_Scenery,4A,Liu_Zhou_Shi,Guangxi,0.0,Free,180,Natural_Scenery Natural_Scenery Natural_Scenery Liu_Zhou_Shi Liu_Zhou_Shi 4A Guangxi Free
Long Hu Shan,Natural_Culture,5A,Ying_Tan_Shi,Jiangxi,165.0,Premium,181,Natural_Culture Natural_Culture Natural_Culture Ying_Tan_Shi Ying_Tan_Shi 5A Jiangxi Premium
Long Ji Ti Tian,Natural_Scenery,4A,Gui_Lin_Shi,Guangxi,80.0,MidRange,182,Natural_Scenery Natural_Scenery Natural_Scenery Gui_Lin_Shi Gui_Lin_Shi 4A Guangxi MidRange
Long Men Shi Ku,Historical_Culture,5A,Luo_Yang_Shi,Henan,90.0,MidRange,183,Historical_Culture Historical_Culture Historical_Culture Luo_Yang_Shi Luo_Yang_Shi 5A Henan MidRange
Long Ting Gong Yuan,Historical_Culture,4A,Kai_Feng_Shi,Henan,50.0,Budget,184,Historical_Culture Historical_Culture Historical_Culture Kai_Feng_Shi Kai_Feng_Shi 4A Henan Budget
Long Wan Qun Guo Jia Sen Lin Gong Yuan,Natural_Scenery,4A,Tong_Hua_Shi,Jilin,50.0,Budget,185,Natural_Scenery Natural_Scenery Natural_Scenery Tong_Hua_Shi Tong_Hua_Shi 4A Jilin Budget
Long Yan Guan Zhi Shan,Natural_Scenery,4A,Long_Yan_Shi,Fujian,115.0,MidRange,186,Natural_Scenery Natural_Scenery Natural_Scenery Long_Yan_Shi Long_Yan_Shi 4A Fujian MidRange
Lu Gu Hu,Natural_Scenery,4A,Liang_Shan_Zhou,Sichuan,70.0,MidRange,187,Natural_Scenery Natural_Scenery Natural_Scenery Liang_Shan_Zhou Liang_Shan_Zhou 4A Sichuan MidRange
Lu Gu Hu ( Yun Nan Bu Fen ),Natural_Scenery,4A,Li_Jiang_Shi,Yunnan,70.0,MidRange,188,Natural_Scenery Natural_Scenery Natural_Scenery Li_Jiang_Shi Li_Jiang_Shi 4A Yunnan MidRange
Lu Shan,Natural_Culture,5A,Jiu_Jiang_Shi,Jiangxi,160.0,Premium,189,Natural_Culture Natural_Culture Natural_Culture Jiu_Jiang_Shi Jiu_Jiang_Shi 5A Jiangxi Premium
Lu Shui He Guo Jia Sen Lin Gong Yuan,Natural_Scenery,4A,Bai_Shan_Shi,Jilin,60.0,Budget,190,Natural_Scenery Natural_Scenery Natural_Scenery Bai_Shan_Shi Bai_Shan_Shi 4A Jilin Budget
Lu Ya Shan,Natural_Scenery,4A,Xin_Zhou_Shi,Shanxi,100.0,MidRange,191,Natural_Scenery Natural_Scenery Natural_Scenery Xin_Zhou_Shi Xin_Zhou_Shi 4A Shanxi MidRange
Luo Fu Shan,Natural_Scenery,5A,Hui_Zhou_Shi,Guangdong,60.0,Budget,192,Natural_Scenery Natural_Scenery Natural_Scenery Hui_Zhou_Shi Hui_Zhou_Shi 5A Guangdong Budget
Mang Dang Shan,Historical_Culture,5A,Shang_Qiu_Shi,Henan,90.0,MidRange,193,Historical_Culture Historical_Culture Historical_Culture Shang_Qiu_Shi Shang_Qiu_Shi 5A Henan MidRange
Mang Shan,Natural_Scenery,4A,Chen_Zhou_Shi,Hunan,80.0,MidRange,194,Natural_Scenery Natural_Scenery Natural_Scenery Chen_Zhou_Shi Chen_Zhou_Shi 4A Hunan MidRange
Mao Ling,Historical_Site,4A,Xian_Yang_Shi,Shaanxi,80.0,MidRange,195,Historical_Site Historical_Site Historical_Site Xian_Yang_Shi Xian_Yang_Shi 4A Shaanxi MidRange
Mao Shan,Religious_Culture,5A,Zhen_Jiang_Shi,Jiangsu,120.0,MidRange,196,Religious_Culture Religious_Culture Religious_Culture Zhen_Jiang_Shi Zhen_Jiang_Shi 5A Jiangsu MidRange
Mei Li Xue Shan,Natural_Scenery,4A,Di_Qing_Zhou,Yunnan,150.0,MidRange,197,Natural_Scenery Natural_Scenery Natural_Scenery Di_Qing_Zhou Di_Qing_Zhou 4A Yunnan MidRange
Mei Zhou Dao,Natural_Culture,5A,Pu_Tian_Shi,Fujian,65.0,MidRange,198,Natural_Culture Natural_Culture Natural_Culture Pu_Tian_Shi Pu_Tian_Shi 5A Fujian MidRange
Mei Zhou Ke Tian Xia,Wen_Hua_Lv_You,4A,Mei_Zhou_Shi,Guangdong,100.0,MidRange,199,Wen_Hua_Lv_You Wen_Hua_Lv_You Wen_Hua_Lv_You Mei_Zhou_Shi Mei_Zhou_Shi 4A Guangdong MidRange
Mian Shan,Natural_Culture,5A,Jin_Zhong_Shi,Shanxi,110.0,MidRange,200,Natural_Culture Natural_Culture Natural_Culture Jin_Zhong_Shi Jin_Zhong_Shi 5A Shanxi MidRange
Ming Huang Ling,Historical_Site,4A,Chu_Zhou_Shi,Anhui,70.0,MidRange,201,Historical_Site Historical_Site Historical_Site Chu_Zhou_Shi Chu_Zhou_Shi 4A Anhui MidRange
Ming Yue Shan,Natural_Scenery,5A,Yi_Chun_Shi,Jiangxi,95.0,MidRange,202,Natural_Scenery Natural_Scenery Natural_Scenery Yi_Chun_Shi Yi_Chun_Shi 5A Jiangxi MidRange
Mo Gan Shan,Natural_Scenery,4A,Hu_Zhou_Shi,Zhejiang,80.0,MidRange,203,Natural_Scenery Natural_Scenery Natural_Scenery Hu_Zhou_Shi Hu_Zhou_Shi 4A Zhejiang MidRange
Mu Lan Wen Hua Sheng Tai Lv You Qu,Natural_Culture,5A,Wu_Han_Shi,Hubei,80.0,MidRange,204,Natural_Culture Natural_Culture Natural_Culture Wu_Han_Shi Wu_Han_Shi 5A Hubei MidRange
Mu Tian Yu Chang Cheng,Historical_Culture,4A,Beijing,Beijing,45.0,Budget,205,Historical_Culture Historical_Culture Historical_Culture Beijing Beijing 4A Beijing Budget
Nan Chang Ba Yi Qi Yi Ji Nian Guan,Revolutionary_Site,4A,Nan_Chang_Shi,Jiangxi,0.0,Free,206,Revolutionary_Site Revolutionary_Site Revolutionary_Site Nan_Chang_Shi Nan_Chang_Shi 4A Jiangxi Free
Nan Jing Bo Wu Yuan,Wen_Bo_Yuan_Guan,4A,Nan_Jing_Shi,Jiangsu,0.0,Free,207,Wen_Bo_Yuan_Guan Wen_Bo_Yuan_Guan Wen_Bo_Yuan_Guan Nan_Jing_Shi Nan_Jing_Shi 4A Jiangsu Free
Nan Luo Gu Xiang,Historical_Culture,4A,Beijing,Beijing,0.0,Free,208,Historical_Culture Historical_Culture Historical_Culture Beijing Beijing 4A Beijing Free
Nan Ning Qing Xiu Shan,Natural_Scenery,5A,Nan_Ning_Shi,Guangxi,20.0,Budget,209,Natural_Scenery Natural_Scenery Natural_Scenery Nan_Ning_Shi Nan_Ning_Shi 5A Guangxi Budget
Nan Ping He Ping Gu Zhen,Ancient_Town,4A,Nan_Ping_Shi,Fujian,70.0,MidRange,210,Ancient_Town Ancient_Town Ancient_Town Nan_Ping_Shi Nan_Ping_Shi 4A Fujian MidRange
Nan Shan Wen Hua Lv You Qu,Religious_Culture,5A,San_Ya_Shi,Hainan,129.0,MidRange,211,Religious_Culture Religious_Culture Religious_Culture San_Ya_Shi San_Ya_Shi 5A Hainan MidRange
Nan Tong Lang Shan,Natural_Culture,4A,Nan_Tong_Shi,Jiangsu,70.0,MidRange,212,Natural_Culture Natural_Culture Natural_Culture Nan_Tong_Shi Nan_Tong_Shi 4A Jiangsu MidRange
Nan Xun Gu Zhen,Ancient_Town,5A,Hu_Zhou_Shi,Zhejiang,80.0,MidRange,213,Ancient_Town Ancient_Town Ancient_Town Hu_Zhou_Shi Hu_Zhou_Shi 5A Zhejiang MidRange
Nan Yue Heng Shan,Natural_Culture,5A,Heng_Yang_Shi,Hunan,110.0,MidRange,214,Natural_Culture Natural_Culture Natural_Culture Heng_Yang_Shi Heng_Yang_Shi 5A Hunan MidRange
Ning Bo Tian Yi Ge,Historical_Architecture,4A,Ning_Bo_Shi,Zhejiang,30.0,Budget,215,Historical_Architecture Historical_Architecture Historical_Architecture Ning_Bo_Shi Ning_Bo_Shi 4A Zhejiang Budget
Ning De Yuan Yang Xi,Natural_Scenery,5A,Ning_De_Shi,Fujian,78.0,MidRange,216,Natural_Scenery Natural_Scenery Natural_Scenery Ning_De_Shi Ning_De_Shi 5A Fujian MidRange
Peng Lai Ge,Historical_Culture,5A,Yan_Tai_Shi,Shandong,100.0,MidRange,217,Historical_Culture Historical_Culture Historical_Culture Yan_Tai_Shi Yan_Tai_Shi 5A Shandong MidRange
Ping Yao Gu Cheng,Ancient_Town,5A,Jin_Zhong_Shi,Shanxi,125.0,MidRange,218,Ancient_Town Ancient_Town Ancient_Town Jin_Zhong_Shi Jin_Zhong_Shi 5A Shanxi MidRange
Po Yang Hu,Natural_Scenery,4A,Jiu_Jiang_Shi,Jiangxi,0.0,Free,219,Natural_Scenery Natural_Scenery Natural_Scenery Jiu_Jiang_Shi Jiu_Jiang_Shi 4A Jiangxi Free
Pu Da Cuo Guo Jia Gong Yuan,Natural_Scenery,5A,Di_Qing_Zhou,Yunnan,138.0,MidRange,220,Natural_Scenery Natural_Scenery Natural_Scenery Di_Qing_Zhou Di_Qing_Zhou 5A Yunnan MidRange
Pu Tian Jiu Li Hu,Natural_Scenery,4A,Pu_Tian_Shi,Fujian,50.0,Budget,221,Natural_Scenery Natural_Scenery Natural_Scenery Pu_Tian_Shi Pu_Tian_Shi 4A Fujian Budget
Pu Tuo Shan,Religious_Culture,5A,Zhou_Shan_Shi,Zhejiang,160.0,Premium,222,Religious_Culture Religious_Culture Religious_Culture Zhou_Shan_Shi Zhou_Shan_Shi 5A Zhejiang Premium
Qi Kou Gu Zhen,Ancient_Town,4A,Lv_Liang_Shi,Shanxi,0.0,Free,223,Ancient_Town Ancient_Town Ancient_Town Lv_Liang_Shi Lv_Liang_Shi 4A Shanxi Free
Qi Tai He Bo Li Xi Da Quan,Natural_Scenery,4A,Qi_Tai_He_Shi,Heilongjiang,30.0,Budget,224,Natural_Scenery Natural_Scenery Natural_Scenery Qi_Tai_He_Shi Qi_Tai_He_Shi 4A Heilongjiang Budget
Qi Yun Shan,Natural_Culture,4A,Huang_Shan_Shi,Anhui,75.0,MidRange,225,Natural_Culture Natural_Culture Natural_Culture Huang_Shan_Shi Huang_Shan_Shi 4A Anhui MidRange
Qian Dao Hu,Natural_Scenery,5A,Hang_Zhou_Shi,Zhejiang,130.0,MidRange,226,Natural_Scenery Natural_Scenery Natural_Scenery Hang_Zhou_Shi Hang_Zhou_Shi 5A Zhejiang MidRange
Qian Fo Shan,Natural_Culture,4A,Ji_Nan_Shi,Shandong,30.0,Budget,227,Natural_Culture Natural_Culture Natural_Culture Ji_Nan_Shi Ji_Nan_Shi 4A Shandong Budget
Qian Jiang Cao Yu Gong Yuan,Cheng_Shi_Gong_Yuan,4A,Qian_Jiang_Shi,Hubei,0.0,Free,228,Cheng_Shi_Gong_Yuan Cheng_Shi_Gong_Yuan Cheng_Shi_Gong_Yuan Qian_Jiang_Shi Qian_Jiang_Shi 4A Hubei Free
Qian Ling,Historical_Site,4A,Xian_Yang_Shi,Shaanxi,102.0,MidRange,229,Historical_Site Historical_Site Historical_Site Xian_Yang_Shi Xian_Yang_Shi 4A Shaanxi MidRange
Qian Shan,Natural_Scenery,5A,An_Shan_Shi,Liaoning,80.0,MidRange,230,Natural_Scenery Natural_Scenery Natural_Scenery An_Shan_Shi An_Shan_Shi 5A Liaoning MidRange
Qiao Jia Da Yuan,Historical_Architecture,5A,Jin_Zhong_Shi,Shanxi,115.0,MidRange,231,Historical_Architecture Historical_Architecture Historical_Architecture Jin_Zhong_Shi Jin_Zhong_Shi 5A Shanxi MidRange
Qin Shi Huang Bing Ma Yong,Historical_Site,5A,Xi_An_Shi,Shaanxi,120.0,MidRange,232,Historical_Site Historical_Site Historical_Site Xi_An_Shi Xi_An_Shi 5A Shaanxi MidRange
Qin Zhou San Niang Wan,Natural_Scenery,4A,Qin_Zhou_Shi,Guangxi,40.0,Budget,233,Natural_Scenery Natural_Scenery Natural_Scenery Qin_Zhou_Shi Qin_Zhou_Shi 4A Guangxi Budget
Qing Cheng Shan,Religious_Culture,5A,Cheng_Du_Shi,Sichuan,90.0,MidRange,234,Religious_Culture Religious_Culture Religious_Culture Cheng_Du_Shi Cheng_Du_Shi 5A Sichuan MidRange
Qing Dao Hai Bin Feng Jing Qu,Natural_Scenery,4A,Qing_Dao_Shi,Shandong,0.0,Free,235,Natural_Scenery Natural_Scenery Natural_Scenery Qing_Dao_Shi Qing_Dao_Shi 4A Shandong Free
Qing Dao Pi Jiu Bo Wu Guan,Gong_Ye_Lv_You,4A,Qing_Dao_Shi,Shandong,60.0,Budget,236,Gong_Ye_Lv_You Gong_Ye_Lv_You Gong_Ye_Lv_You Qing_Dao_Shi Qing_Dao_Shi 4A Shandong Budget
Qing Dong Ling,Historical_Site,5A,Tang_Shan_Shi,Hebei,108.0,MidRange,237,Historical_Site Historical_Site Historical_Site Tang_Shan_Shi Tang_Shan_Shi 5A Hebei MidRange
Qing Jiang Hua Lang,Natural_Scenery,5A,Yi_Chang_Shi,Hubei,100.0,MidRange,238,Natural_Scenery Natural_Scenery Natural_Scenery Yi_Chang_Shi Yi_Chang_Shi 5A Hubei MidRange
Qing Ming Shang He Yuan,Theme_Park,5A,Kai_Feng_Shi,Henan,120.0,MidRange,239,Theme_Park Theme_Park Theme_Park Kai_Feng_Shi Kai_Feng_Shi 5A Henan MidRange
Qing Xi Ling,Historical_Site,5A,Bao_Ding_Shi,Hebei,90.0,MidRange,240,Historical_Site Historical_Site Historical_Site Bao_Ding_Shi Bao_Ding_Shi 5A Hebei MidRange
Qing Yuan Shan,Natural_Culture,5A,Quan_Zhou_Shi,Fujian,70.0,MidRange,241,Natural_Culture Natural_Culture Natural_Culture Quan_Zhou_Shi Quan_Zhou_Shi 5A Fujian MidRange
Qiong Hai Bo Ao Ya Zhou Lun Tan,Theme_Park,4A,Qiong_Hai_Shi,Hainan,128.0,MidRange,242,Theme_Park Theme_Park Theme_Park Qiong_Hai_Shi Qiong_Hai_Shi 4A Hainan MidRange
Qu Fu San Kong,Historical_Culture,5A,Ji_Ning_Shi,Shandong,140.0,MidRange,243,Historical_Culture Historical_Culture Historical_Culture Ji_Ning_Shi Ji_Ning_Shi 5A Shandong MidRange
Qu Zhou Jiang Lang Shan,Natural_Scenery,5A,Qu_Zhou_Shi,Zhejiang,100.0,MidRange,244,Natural_Scenery Natural_Scenery Natural_Scenery Qu_Zhou_Shi Qu_Zhou_Shi 5A Zhejiang MidRange
Quan Zhou Kai Yuan Si,Religious_Culture,4A,Quan_Zhou_Shi,Fujian,0.0,Free,245,Religious_Culture Religious_Culture Religious_Culture Quan_Zhou_Shi Quan_Zhou_Shi 4A Fujian Free
Quan Zhou Qing Jing Tao Yuan,Natural_Scenery,4A,Quan_Zhou_Shi,Fujian,50.0,Budget,246,Natural_Scenery Natural_Scenery Natural_Scenery Quan_Zhou_Shi Quan_Zhou_Shi 4A Fujian Budget
Ri Zhao Hai Bin Guo Jia Sen Lin Gong Yuan,Natural_Scenery,4A,Ri_Zhao_Shi,Shandong,60.0,Budget,247,Natural_Scenery Natural_Scenery Natural_Scenery Ri_Zhao_Shi Ri_Zhao_Shi 4A Shandong Budget
